客户ID,会员年限,年龄,性别,城市等级,最近消费日期,消费频率,总消费金额,平均单次消费,折扣使用率,满意度评分,客户类型标签
CUST_002426,7.8,59.0,女,一线,2024-12-27,15,16855.52,1123.7,0.13,4.0,高价值
CUST_002427,2.3,42.0,女,一线,2024-11-07,6,2964.29,494.05,0.56,5.0,一般客户
CUST_002428,1.3,44.0,男,三线,2024-10-28,3,1602.49,534.16,0.42,4.0,流失风险
CUST_002429,2.1,37.0,男,三线,2024-11-08,5,3086.53,617.31,0.4,4.0,一般客户
CUST_002430,3.1,49.0,男,三线,2024-12-14,10,3273.8,327.38,0.29,4.0,潜力客户
CUST_002431,1.4,38.0,男,一线,2024-10-09,1,1914.78,1914.78,0.78,5.0,流失风险
CUST_002432,2.7,64.0,男,其他,2024-11-22,6,3149.16,524.86,0.3,3.0,一般客户
CUST_002433,2.2,50.0,男,一线,2024-12-03,12,6077.38,506.45,0.27,3.0,潜力客户
CUST_002434,1.2,61.0,女,二线,2024-12-19,8,4895.15,611.89,0.28,4.0,潜力客户
CUST_002435,0.7,44.0,男,三线,2024-12-03,7,3956.45,565.21,0.43,3.0,一般客户
CUST_002436,3.7,47.0,男,一线,2024-10-28,1,1875.58,1875.58,0.5,3.0,流失风险
CUST_002437,1.6,60.0,男,二线,2024-12-08,7,1798.29,256.9,0.55,3.0,一般客户
CUST_002438,1.3,56.0,女,二线,2024-11-04,3,2476.41,825.47,0.47,4.0,一般客户
CUST_002439,2.8,36.0,男,三线,2024-12-24,13,3906.59,300.51,0.29,3.0,潜力客户
CUST_002440,1.7,57.0,女,二线,2024-11-27,5,2890.13,578.03,0.49,4.0,一般客户
CUST_002441,3.0,37.0,女,二线,2024-12-24,12,5165.27,430.44,0.34,4.0,潜力客户
CUST_002442,3.3,56.0,男,二线,2024-08-20,3,1642.48,547.49,0.68,4.0,流失风险
CUST_002443,3.4,51.0,女,其他,2024-08-04,4,582.95,145.74,0.67,3.0,流失风险
CUST_002444,4.9,33.0,女,二线,2024-07-12,2,1363.67,681.84,0.79,4.0,流失风险
CUST_002445,1.7,43.0,男,二线,2024-11-19,6,1700.71,283.45,0.57,5.0,一般客户
CUST_002446,1.4,49.0,男,其他,2024-11-02,8,2379.8,297.47,0.37,4.0,一般客户
CUST_002447,1.9,32.0,女,二线,2024-11-28,3,1899.89,633.3,0.58,4.0,一般客户
CUST_002448,0.5,38.0,男,一线,2024-11-05,3,3869.15,1289.72,0.43,4.0,一般客户
CUST_002449,1.8,31.0,男,其他,2024-12-16,9,2474.92,274.99,0.43,3.0,一般客户
CUST_002450,2.6,25.0,男,三线,2024-12-07,3,3358.53,1119.51,0.54,3.0,一般客户
CUST_002451,0.7,58.0,男,二线,2024-11-24,8,2125.92,265.74,0.46,5.0,一般客户
CUST_002452,2.8,38.0,女,三线,2024-12-01,4,3754.72,938.68,0.45,3.0,一般客户
CUST_002453,1.6,36.0,男,二线,2024-08-06,1,1338.71,1338.71,0.47,5.0,流失风险
CUST_002454,4.1,55.0,男,一线,2024-12-22,28,10635.51,379.84,0.16,3.0,高价值
CUST_002455,0.8,46.0,男,二线,2024-11-07,7,2253.35,321.91,0.41,4.0,一般客户
CUST_002456,3.9,54.0,男,二线,2024-10-12,4,1445.11,361.28,0.78,3.0,流失风险
CUST_002457,7.8,30.0,男,二线,2024-12-18,21,5957.43,283.69,0.22,4.0,高价值
CUST_002458,1.6,29.0,女,一线,2024-11-04,2,1113.84,556.92,0.61,3.0,流失风险
CUST_002459,0.9,54.0,男,其他,2024-11-05,6,2455.08,409.18,0.58,4.0,一般客户
CUST_002460,2.2,63.0,女,二线,2024-12-06,8,4853.57,606.7,0.29,3.0,潜力客户
CUST_002461,3.4,37.0,男,二线,2024-12-20,29,10839.86,373.79,0.14,5.0,高价值
CUST_002462,0.6,49.0,男,二线,2024-12-04,8,3287.35,410.92,0.43,4.0,一般客户
CUST_002463,2.4,54.0,男,三线,2024-11-11,7,1413.4,201.91,0.56,4.0,一般客户
CUST_002464,2.5,43.0,女,其他,2024-07-24,1,933.8,933.8,0.58,3.0,流失风险
CUST_002465,1.4,35.0,女,一线,2024-11-23,9,2250.72,250.08,0.35,3.0,一般客户
CUST_002466,3.4,39.0,女,三线,2024-12-02,11,4360.02,396.37,0.31,5.0,潜力客户
CUST_002467,7.2,24.0,男,二线,2024-12-27,18,17317.13,962.06,0.11,5.0,高价值
CUST_002468,0.6,26.0,女,二线,2024-12-12,7,2557.32,365.33,0.39,3.0,一般客户
CUST_002469,5.9,39.0,女,二线,2024-12-21,15,13252.1,883.47,0.26,5.0,高价值
CUST_002470,2.2,49.0,女,三线,2024-10-02,1,1358.14,1358.14,0.8,4.0,流失风险
CUST_002471,1.9,41.0,女,其他,2024-11-14,4,3567.7,891.93,0.54,3.0,一般客户
CUST_002472,2.8,40.0,男,三线,2024-12-27,17,12472.53,733.68,0.12,5.0,高价值
CUST_002473,2.5,32.0,男,三线,2024-12-11,13,6964.93,535.76,0.35,3.0,潜力客户
CUST_002474,2.9,64.0,男,三线,2024-12-08,7,1693.35,241.91,0.49,4.0,一般客户
CUST_002475,3.0,22.0,男,一线,2024-12-06,4,2411.39,602.85,0.36,3.0,一般客户
CUST_002476,1.3,63.0,女,其他,2024-12-06,5,1043.87,208.77,0.43,5.0,一般客户
CUST_002477,4.5,35.0,男,二线,2024-10-31,3,1871.71,623.9,0.55,,流失风险
CUST_002478,2.1,37.0,女,一线,2024-09-21,3,1160.17,386.72,0.71,5.0,流失风险
CUST_002479,1.4,35.0,男,二线,2024-12-17,14,5190.69,370.76,0.4,5.0,潜力客户
CUST_002480,1.2,62.0,女,二线,2024-12-04,8,6567.1,820.89,0.3,3.0,潜力客户
CUST_002481,2.5,57.0,男,其他,2024-10-30,3,718.68,239.56,0.67,5.0,流失风险
CUST_002482,2.9,43.0,女,一线,2024-11-15,9,1525.42,169.49,0.36,5.0,一般客户
CUST_002483,5.0,24.0,男,其他,2024-12-30,29,8128.9,280.31,0.27,3.0,高价值
CUST_002484,1.2,24.0,男,一线,2024-09-08,3,727.77,242.59,0.62,3.0,流失风险
CUST_002485,0.5,63.0,女,二线,2024-11-27,6,3901.62,650.27,0.53,4.0,一般客户
CUST_002486,0.8,55.0,男,其他,2024-11-28,3,1847.5,615.83,0.43,4.0,一般客户
CUST_002487,2.9,63.0,男,二线,2024-12-04,4,3462.1,865.53,0.5,3.0,一般客户
CUST_002488,3.2,41.0,男,二线,2024-12-03,14,7500.77,535.77,0.4,4.0,潜力客户
CUST_002489,1.1,58.0,女,一线,2024-12-16,3,3712.42,1237.47,0.35,5.0,一般客户
CUST_002490,3.3,64.0,男,一线,2024-12-17,13,7260.48,558.5,0.32,3.0,潜力客户
CUST_002491,1.3,61.0,女,三线,2024-11-30,9,3439.32,382.15,0.59,3.0,一般客户
CUST_002492,7.2,46.0,男,三线,2024-12-18,19,16422.61,864.35,0.22,5.0,高价值
CUST_002493,0.8,29.0,女,三线,2024-11-18,7,2411.34,344.48,0.51,5.0,一般客户
CUST_002494,2.4,39.0,女,其他,2024-12-10,5,3751.07,750.21,0.5,3.0,一般客户
CUST_002495,2.4,54.0,男,其他,2024-11-04,6,1356.3,226.05,0.35,3.0,一般客户
CUST_002496,1.0,47.0,男,其他,2024-12-08,9,3345.49,371.72,0.39,5.0,一般客户
CUST_002497,1.1,60.0,男,一线,2024-12-09,8,3271.4,408.92,0.48,3.0,一般客户
CUST_002498,2.1,26.0,女,二线,2024-11-28,7,1218.95,174.14,0.51,5.0,一般客户
CUST_002499,1.8,25.0,女,其他,2024-11-20,4,3973.91,993.48,0.47,3.0,一般客户
CUST_002500,4.3,62.0,男,三线,2024-10-09,2,1778.52,889.26,0.76,4.0,流失风险
CUST_002501,5.2,56.0,女,一线,2024-12-24,29,11384.69,392.58,0.26,5.0,高价值
CUST_002502,2.3,58.0,女,三线,2024-11-09,7,3840.52,548.65,0.3,4.0,一般客户
CUST_002503,2.0,44.0,女,二线,2024-11-11,5,3378.49,675.7,0.51,3.0,一般客户
CUST_002504,2.6,55.0,男,三线,2024-12-24,14,5368.53,383.47,0.32,4.0,潜力客户
CUST_002505,1.1,49.0,女,二线,2024-11-05,5,2228.16,445.63,0.59,3.0,一般客户
CUST_002506,2.9,29.0,女,其他,2024-12-16,4,1329.6,332.4,0.37,3.0,一般客户
CUST_002507,4.3,23.0,男,二线,2024-07-27,3,1963.82,654.61,0.8,4.0,流失风险
CUST_002508,1.9,49.0,女,二线,2024-10-11,3,1257.54,419.18,0.75,3.0,流失风险
CUST_002509,5.9,46.0,男,一线,2024-12-17,29,12569.23,433.42,0.17,3.0,高价值
CUST_002510,0.7,60.0,男,一线,2024-12-09,9,3391.99,376.89,0.57,4.0,一般客户
CUST_002511,2.3,53.0,女,二线,2024-12-04,7,1079.9,154.27,0.31,5.0,一般客户
CUST_002512,2.0,40.0,男,一线,2024-07-11,2,1821.99,910.99,0.54,3.0,流失风险
CUST_002513,5.8,42.0,女,一线,2024-12-26,19,8706.32,458.23,0.12,5.0,高价值
CUST_002514,4.9,60.0,女,二线,2024-09-11,1,1020.2,1020.2,0.71,4.0,流失风险
CUST_002515,3.3,61.0,男,其他,2024-12-22,13,6373.82,490.29,0.37,5.0,潜力客户
CUST_002516,3.1,22.0,女,一线,2024-12-09,10,7055.39,705.54,0.31,4.0,潜力客户
CUST_002517,1.5,54.0,女,三线,2024-11-24,4,3789.79,947.45,0.58,5.0,一般客户
CUST_002518,1.5,37.0,男,其他,2024-09-30,2,1294.3,647.15,0.49,5.0,流失风险
CUST_002519,3.3,43.0,女,二线,2024-12-30,29,19147.61,660.26,0.2,4.0,高价值
CUST_002520,1.9,44.0,男,二线,2024-12-17,13,6934.83,533.45,0.32,3.0,潜力客户
CUST_002521,0.6,61.0,男,三线,2024-11-24,6,3216.19,536.03,0.47,5.0,一般客户
CUST_002522,2.3,26.0,男,二线,2024-08-07,2,1127.16,563.58,0.43,5.0,流失风险
CUST_002523,4.6,60.0,女,三线,2024-09-23,4,790.03,197.51,0.46,5.0,流失风险
CUST_002524,7.3,63.0,女,三线,2024-12-24,25,18767.41,750.7,0.27,4.0,高价值
CUST_002525,2.2,45.0,男,三线,2024-12-06,11,5256.23,477.84,0.38,3.0,潜力客户
CUST_002526,1.1,25.0,男,一线,2024-12-07,6,2376.95,396.16,0.58,3.0,一般客户
CUST_002527,3.1,40.0,男,三线,2024-12-19,11,7772.48,706.59,0.39,5.0,潜力客户
CUST_002528,1.0,51.0,男,三线,2024-12-19,10,5259.41,525.94,0.36,4.0,潜力客户
CUST_002529,1.7,37.0,女,二线,2024-08-06,1,1901.29,1901.29,0.62,3.0,流失风险
CUST_002530,5.9,50.0,男,其他,2024-12-23,19,11974.33,630.23,0.19,3.0,高价值
CUST_002531,2.1,30.0,女,三线,2024-11-22,3,3824.82,1274.94,0.55,3.0,一般客户
CUST_002532,3.2,25.0,女,一线,2024-12-14,13,3467.04,266.7,0.21,5.0,潜力客户
CUST_002533,1.6,63.0,男,二线,2024-07-25,2,1309.73,654.87,0.59,4.0,流失风险
CUST_002534,2.7,45.0,男,二线,2024-12-29,19,7606.34,400.33,0.2,4.0,高价值
CUST_002535,3.0,48.0,女,三线,2024-12-12,8,3185.54,398.19,0.4,3.0,潜力客户
CUST_002536,1.1,63.0,男,三线,2024-12-04,6,2902.23,483.7,0.42,4.0,一般客户
CUST_002537,3.1,38.0,女,二线,2024-08-20,2,1530.25,765.12,0.75,3.0,流失风险
CUST_002538,2.3,29.0,男,三线,2024-12-15,9,3649.56,405.51,0.37,3.0,一般客户
CUST_002539,2.9,54.0,男,一线,2024-12-02,8,2640.77,330.1,0.6,5.0,一般客户
CUST_002540,2.3,39.0,男,三线,2024-11-03,6,2397.29,399.55,0.56,5.0,一般客户
CUST_002541,1.8,34.0,女,一线,2024-12-18,11,4130.57,375.51,0.23,3.0,潜力客户
CUST_002542,3.5,31.0,女,一线,2024-12-15,14,4357.55,311.25,0.24,5.0,潜力客户
CUST_002543,1.5,45.0,男,二线,2024-08-27,3,1822.09,607.36,0.72,4.0,流失风险
CUST_002544,2.9,64.0,女,二线,2024-12-02,9,7303.95,811.55,0.24,4.0,潜力客户
CUST_002545,1.7,37.0,男,二线,2024-12-16,9,1881.94,209.1,0.36,3.0,一般客户
CUST_002546,4.1,51.0,男,三线,2024-09-19,1,809.66,809.66,0.79,3.0,流失风险
CUST_002547,1.2,30.0,男,三线,2024-11-08,9,3777.54,419.73,0.42,5.0,一般客户
CUST_002548,0.7,53.0,男,一线,2024-11-10,9,3711.19,412.35,0.33,4.0,一般客户
CUST_002549,4.0,34.0,男,其他,2024-09-18,1,545.95,545.95,0.74,5.0,流失风险
CUST_002550,3.7,57.0,男,其他,2024-12-28,29,7762.83,267.68,0.2,5.0,高价值
CUST_002551,3.4,52.0,女,其他,2024-12-18,27,12803.14,474.19,0.16,5.0,高价值
CUST_002552,3.2,58.0,男,二线,2024-12-02,10,6255.63,625.56,0.23,3.0,潜力客户
CUST_002553,1.4,62.0,女,三线,2024-12-10,14,3031.43,216.53,0.24,3.0,潜力客户
CUST_002554,1.3,42.0,男,三线,2024-12-06,11,5871.33,533.76,0.38,5.0,潜力客户
CUST_002555,1.8,22.0,女,一线,2024-11-09,7,2435.68,347.95,0.42,3.0,一般客户
CUST_002556,3.7,37.0,男,三线,2024-12-12,10,4792.13,479.21,0.31,3.0,潜力客户
CUST_002557,1.8,51.0,男,其他,2024-12-07,7,1087.59,155.37,0.56,3.0,一般客户
CUST_002558,2.3,,男,二线,2024-12-11,7,1472.07,210.3,0.56,5.0,一般客户
CUST_002559,2.9,62.0,男,三线,2024-11-10,7,3367.66,481.09,0.41,5.0,一般客户
CUST_002560,2.3,57.0,男,二线,2024-12-29,23,14619.78,635.64,0.26,5.0,高价值
CUST_002561,1.1,44.0,男,一线,2024-12-15,9,3009.42,334.38,0.53,5.0,一般客户
CUST_002562,2.7,44.0,女,三线,2024-12-18,21,10386.45,494.59,0.14,4.0,高价值
CUST_002563,3.2,55.0,男,二线,2024-07-08,1,1304.53,1304.53,0.51,3.0,流失风险
CUST_002564,3.5,,女,其他,2024-12-04,12,7472.39,622.7,0.25,3.0,潜力客户
CUST_002565,1.6,44.0,男,其他,2024-12-22,11,7685.62,698.69,0.34,5.0,潜力客户
CUST_002566,2.9,44.0,男,二线,2024-11-06,3,2210.07,736.69,0.48,5.0,一般客户
CUST_002567,1.1,63.0,女,二线,2024-12-17,12,7708.77,642.4,0.35,5.0,潜力客户
CUST_002568,2.1,29.0,女,三线,2024-11-02,8,3810.3,476.29,0.57,3.0,一般客户
CUST_002569,2.2,39.0,男,二线,2024-12-12,9,1938.65,215.41,0.39,4.0,一般客户
CUST_002570,2.9,24.0,男,二线,2024-12-21,12,3387.84,282.32,0.37,4.0,潜力客户
CUST_002571,2.2,61.0,男,二线,2024-12-19,9,4160.03,462.23,0.24,3.0,潜力客户
CUST_002572,2.6,46.0,男,其他,2024-12-30,17,5710.16,335.89,0.13,4.0,高价值
CUST_002573,2.3,45.0,男,三线,2024-12-06,5,1024.49,204.9,0.34,4.0,一般客户
CUST_002574,4.1,40.0,男,其他,2024-12-18,19,11331.82,596.41,0.12,4.0,高价值
CUST_002575,5.5,54.0,女,二线,2024-12-19,23,6185.49,268.93,0.14,5.0,高价值
CUST_002576,2.7,63.0,男,二线,2024-09-10,3,1358.05,452.68,0.42,5.0,流失风险
CUST_002577,2.9,62.0,女,一线,2024-12-08,8,1589.7,198.71,0.55,5.0,一般客户
CUST_002578,1.1,48.0,女,其他,2024-11-18,4,3638.56,909.64,0.31,3.0,一般客户
CUST_002579,1.1,35.0,女,三线,2024-12-06,5,1354.18,270.84,0.36,5.0,一般客户
CUST_002580,1.6,31.0,男,一线,2024-12-10,8,3363.56,420.44,0.35,3.0,潜力客户
CUST_002581,3.3,62.0,男,其他,2024-07-21,2,1852.47,926.23,0.45,3.0,流失风险
CUST_002582,1.7,35.0,男,一线,2024-12-09,5,3762.07,752.41,0.49,3.0,一般客户
CUST_002583,2.5,39.0,女,一线,2024-11-13,6,3063.41,510.57,0.44,4.0,一般客户
CUST_002584,0.7,61.0,男,一线,2024-12-16,5,3151.0,630.2,0.34,4.0,一般客户
CUST_002585,4.9,63.0,女,一线,2024-12-23,18,18344.42,1019.13,0.21,3.0,高价值
CUST_002586,2.7,55.0,男,一线,2024-10-20,3,1446.49,482.16,0.56,5.0,流失风险
CUST_002587,3.3,33.0,女,三线,2024-10-27,2,582.45,291.22,0.76,3.0,流失风险
CUST_002588,3.9,50.0,男,二线,2024-12-14,12,5258.37,438.2,0.33,3.0,潜力客户
CUST_002589,4.3,64.0,女,一线,2024-07-20,1,502.48,502.48,0.8,5.0,流失风险
CUST_002590,1.5,27.0,女,一线,2024-11-22,3,1820.66,606.89,0.44,4.0,一般客户
CUST_002591,3.3,41.0,男,三线,2024-12-18,12,3403.06,283.59,0.32,5.0,潜力客户
CUST_002592,2.9,38.0,男,三线,2024-12-14,4,3528.8,882.2,0.51,3.0,一般客户
CUST_002593,1.2,40.0,女,其他,2024-12-07,4,3352.79,838.2,0.42,5.0,一般客户
CUST_002594,3.7,25.0,女,三线,2024-12-18,9,5391.34,599.04,0.2,3.0,潜力客户
CUST_002595,2.8,48.0,女,其他,2024-11-05,7,2025.78,289.4,0.57,5.0,一般客户
CUST_002596,1.6,28.0,女,三线,2024-12-07,9,1215.95,135.11,0.54,3.0,一般客户
CUST_002597,3.0,31.0,男,二线,2024-12-14,12,6691.33,557.61,0.4,4.0,潜力客户
CUST_002598,1.1,50.0,女,三线,2024-09-22,2,1606.54,803.27,0.77,5.0,流失风险
CUST_002599,0.8,62.0,女,一线,2024-11-24,3,2890.75,963.58,0.38,5.0,一般客户
CUST_002600,2.5,59.0,男,二线,2024-12-15,5,3093.46,618.69,0.37,5.0,一般客户
CUST_002601,4.3,29.0,女,二线,2024-12-18,29,15890.11,547.93,0.28,4.0,高价值
CUST_002602,2.2,33.0,男,其他,2024-09-13,1,1800.52,1800.52,0.43,3.0,流失风险
CUST_002603,2.8,36.0,女,三线,2024-11-04,3,918.25,306.08,0.54,4.0,流失风险
CUST_002604,4.3,63.0,女,一线,2024-12-30,25,5778.21,231.13,0.18,4.0,高价值
CUST_002605,2.4,26.0,女,二线,2024-11-19,6,3430.02,571.67,0.53,3.0,一般客户
CUST_002606,4.7,26.0,女,一线,2024-10-23,1,984.32,984.32,0.7,4.0,流失风险
CUST_002607,3.1,57.0,男,二线,2024-08-27,4,1357.29,339.32,0.66,4.0,流失风险
CUST_002608,3.9,59.0,男,二线,2024-12-10,14,3010.41,215.03,0.25,4.0,潜力客户
CUST_002609,1.0,30.0,女,二线,2024-11-08,3,3384.66,1128.22,0.59,4.0,一般客户
CUST_002610,1.6,47.0,男,一线,2024-11-13,4,3947.68,986.92,0.55,3.0,一般客户
CUST_002611,1.5,57.0,女,二线,2024-11-24,3,1693.4,564.47,0.41,5.0,一般客户
CUST_002612,2.2,58.0,男,二线,2024-12-21,14,7833.25,559.52,0.34,5.0,潜力客户
CUST_002613,1.1,61.0,男,三线,2024-11-06,5,3743.09,748.62,0.42,5.0,一般客户
CUST_002614,1.4,54.0,女,二线,2024-07-15,4,1427.25,356.81,0.6,4.0,流失风险
CUST_002615,2.5,38.0,男,一线,2024-12-14,8,1740.95,217.62,0.46,3.0,一般客户
CUST_002616,2.7,51.0,女,二线,2024-12-09,5,1828.55,365.71,0.34,3.0,一般客户
CUST_002617,2.0,61.0,女,一线,2024-12-03,10,3170.25,317.02,0.29,4.0,潜力客户
CUST_002618,2.4,44.0,男,一线,2024-11-30,9,3473.73,385.97,0.41,4.0,一般客户
CUST_002619,0.6,54.0,女,二线,2024-12-03,7,2234.49,319.21,0.49,3.0,一般客户
CUST_002620,7.7,36.0,男,一线,2024-12-27,20,17446.17,872.31,0.21,4.0,高价值
CUST_002621,1.5,50.0,男,三线,2024-07-22,4,1639.68,409.92,0.59,4.0,流失风险
CUST_002622,1.0,38.0,女,一线,2024-09-11,3,1115.47,371.82,0.72,5.0,流失风险
CUST_002623,0.8,50.0,男,一线,2024-11-22,3,3121.05,1040.35,0.47,4.0,一般客户
CUST_002624,3.0,59.0,女,三线,2024-11-21,4,3084.05,771.01,0.45,3.0,一般客户
CUST_002625,2.0,34.0,女,二线,2024-11-27,4,3979.92,994.98,0.4,3.0,一般客户
CUST_002626,2.6,39.0,男,其他,2024-12-12,11,3996.82,363.35,0.39,3.0,潜力客户
CUST_002627,2.8,27.0,男,其他,2024-12-16,8,1414.63,176.83,0.44,5.0,一般客户
CUST_002628,3.3,36.0,女,三线,2024-12-28,19,6285.84,330.83,0.19,5.0,高价值
CUST_002629,1.4,42.0,女,二线,2024-10-06,3,954.49,318.16,0.66,4.0,流失风险
CUST_002630,2.2,30.0,女,三线,2024-12-18,11,4814.32,437.67,0.38,5.0,潜力客户
CUST_002631,2.2,53.0,男,一线,2024-09-30,3,916.57,305.52,0.49,5.0,流失风险
CUST_002632,3.0,58.0,男,二线,2024-10-21,3,1852.51,617.5,0.43,4.0,流失风险
CUST_002633,3.0,27.0,女,其他,2024-12-05,9,1797.01,199.67,0.37,3.0,一般客户
CUST_002634,2.3,52.0,女,二线,2024-09-16,3,795.52,265.17,0.64,4.0,流失风险
CUST_002635,2.6,31.0,女,一线,2024-11-28,5,2659.86,531.97,0.41,5.0,一般客户
CUST_002636,1.8,60.0,男,三线,2024-12-04,9,1472.58,163.62,0.35,3.0,一般客户
CUST_002637,4.1,38.0,女,一线,2024-07-16,1,1165.98,1165.98,0.65,4.0,流失风险
CUST_002638,0.9,35.0,男,二线,2024-12-01,3,3425.89,1141.96,0.41,4.0,一般客户
CUST_002639,2.4,23.0,男,三线,2024-12-05,3,3202.44,1067.48,0.39,3.0,一般客户
CUST_002640,5.6,32.0,女,三线,2024-12-24,19,16492.26,868.01,0.2,5.0,高价值
CUST_002641,1.2,40.0,女,二线,2024-11-21,5,1139.3,227.86,0.48,4.0,一般客户
CUST_002642,1.3,56.0,男,二线,2024-11-16,5,3485.72,697.14,0.39,4.0,一般客户
CUST_002643,4.0,52.0,女,一线,2024-12-02,14,5343.89,381.71,0.23,,潜力客户
CUST_002644,3.4,51.0,女,二线,2024-12-12,14,7051.08,503.65,0.27,3.0,潜力客户
CUST_002645,1.4,56.0,男,二线,2024-12-09,9,1789.73,198.86,0.56,3.0,一般客户
CUST_002646,2.8,60.0,男,一线,2024-12-04,13,3987.14,306.7,0.29,3.0,潜力客户
CUST_002647,2.1,31.0,女,三线,2024-12-22,9,4537.03,504.11,0.35,3.0,潜力客户
CUST_002648,3.6,34.0,女,其他,2024-07-17,1,1410.21,1410.21,0.63,3.0,流失风险
CUST_002649,2.5,61.0,男,二线,2024-12-19,29,19682.23,678.7,0.24,3.0,高价值
CUST_002650,1.1,27.0,男,三线,2024-09-22,2,788.05,394.03,0.53,4.0,流失风险
CUST_002651,5.1,47.0,女,三线,2024-12-22,22,18352.11,834.19,0.17,5.0,高价值
CUST_002652,3.3,58.0,女,二线,2024-12-20,12,3228.38,269.03,0.21,3.0,潜力客户
CUST_002653,1.1,53.0,男,三线,2024-12-15,8,4462.92,557.86,0.35,4.0,潜力客户
CUST_002654,4.5,61.0,男,二线,2024-11-08,1,1861.26,1861.26,0.72,4.0,流失风险
CUST_002655,1.6,49.0,女,三线,2024-11-24,7,2966.86,423.84,0.49,4.0,一般客户
CUST_002656,2.2,47.0,男,二线,2024-11-26,6,1123.63,187.27,0.36,4.0,一般客户
CUST_002657,2.0,42.0,男,二线,2024-12-19,13,5217.55,401.35,0.24,4.0,潜力客户
CUST_002658,1.2,27.0,女,一线,2024-12-03,3,2068.61,689.54,0.48,3.0,一般客户
CUST_002659,2.7,28.0,男,三线,2024-08-26,1,1869.96,1869.96,0.55,4.0,流失风险
CUST_002660,2.3,29.0,男,二线,2024-12-14,12,7901.65,658.47,0.32,4.0,潜力客户
CUST_002661,2.2,25.0,男,三线,2024-11-17,6,1035.26,172.54,0.4,3.0,一般客户
CUST_002662,3.6,45.0,男,二线,2024-12-21,8,4962.51,620.31,0.32,3.0,潜力客户
CUST_002663,1.3,31.0,男,三线,2024-12-08,7,1381.8,197.4,0.52,3.0,一般客户
CUST_002664,4.6,43.0,女,二线,2024-12-27,20,19366.8,968.34,0.17,3.0,高价值
CUST_002665,2.5,58.0,女,二线,2024-12-06,4,3999.47,999.87,0.43,3.0,一般客户
CUST_002666,2.1,29.0,女,三线,2024-12-10,12,7240.34,603.36,0.26,4.0,潜力客户
CUST_002667,0.8,38.0,男,一线,2024-11-04,9,3180.34,353.37,0.4,4.0,一般客户
CUST_002668,2.7,23.0,男,三线,2024-12-22,11,6247.45,567.95,0.38,3.0,潜力客户
CUST_002669,4.6,59.0,女,二线,2024-08-22,1,1386.38,1386.38,0.45,,流失风险
CUST_002670,1.4,46.0,女,三线,2024-12-11,11,6264.29,569.48,0.28,5.0,潜力客户
CUST_002671,2.0,59.0,女,二线,2024-11-17,7,1139.62,162.8,0.41,3.0,一般客户
CUST_002672,1.7,43.0,男,二线,2024-11-12,4,1746.95,436.74,0.59,5.0,一般客户
CUST_002673,1.1,64.0,女,一线,2024-12-13,9,3986.49,442.94,0.36,4.0,潜力客户
CUST_002674,3.0,43.0,男,一线,2024-11-02,8,2619.29,327.41,0.4,4.0,一般客户
CUST_002675,6.4,50.0,女,二线,2024-12-20,24,19498.37,812.43,0.24,5.0,高价值
CUST_002676,4.6,29.0,女,一线,2024-12-20,29,19940.71,687.61,0.28,3.0,高价值
CUST_002677,1.7,22.0,男,其他,2024-12-16,3,1690.92,563.64,0.54,5.0,一般客户
CUST_002678,4.6,29.0,男,三线,2024-10-03,3,630.25,210.08,0.72,4.0,流失风险
CUST_002679,4.7,25.0,男,二线,2024-07-26,2,1453.12,726.56,0.64,5.0,流失风险
CUST_002680,2.5,38.0,女,一线,2024-07-21,4,622.16,155.54,0.8,5.0,流失风险
CUST_002681,3.9,26.0,男,三线,2024-11-11,1,924.88,924.88,0.72,4.0,流失风险
CUST_002682,2.9,61.0,男,三线,2024-12-19,22,16888.06,767.64,0.3,3.0,高价值
CUST_002683,0.5,46.0,男,一线,2024-12-01,5,2863.41,572.68,0.41,5.0,一般客户
CUST_002684,2.9,36.0,男,其他,2024-11-25,6,3324.97,554.16,0.39,4.0,一般客户
CUST_002685,1.2,25.0,女,三线,2024-09-10,3,1259.3,419.77,0.46,3.0,流失风险
CUST_002686,2.6,35.0,男,一线,2024-12-08,11,3429.01,311.73,0.3,3.0,潜力客户
CUST_002687,1.4,56.0,女,二线,2024-11-11,6,3285.21,547.54,0.52,5.0,一般客户
CUST_002688,1.3,22.0,女,二线,2024-07-17,2,1481.77,740.89,0.78,4.0,流失风险
CUST_002689,2.5,50.0,男,二线,2024-12-04,7,3200.11,457.16,0.46,3.0,一般客户
CUST_002690,2.5,46.0,男,其他,2024-12-05,10,7027.96,702.8,0.37,3.0,潜力客户
CUST_002691,0.6,,男,三线,2024-11-05,3,1141.71,380.57,0.53,3.0,一般客户
CUST_002692,1.9,36.0,男,二线,2024-12-03,7,3182.6,454.66,0.44,3.0,一般客户
CUST_002693,1.3,25.0,女,二线,2024-12-04,8,3946.53,493.32,0.48,4.0,一般客户
CUST_002694,2.6,51.0,女,二线,2024-11-21,6,1791.58,298.6,0.51,4.0,一般客户
CUST_002695,0.5,39.0,男,三线,2024-12-13,4,1304.5,326.13,0.31,3.0,一般客户
CUST_002696,2.9,29.0,男,其他,2024-12-22,12,6878.78,573.23,0.32,3.0,潜力客户
CUST_002697,1.2,58.0,男,其他,2024-07-07,1,663.0,663.0,0.76,3.0,流失风险
CUST_002698,0.9,49.0,男,其他,2024-12-13,5,3397.43,679.49,0.36,5.0,一般客户
